id,description,categorie_id,description_sommaire,prix_liste,prix_unitaire,quantite_min,date_mise_a_jour,fournisseur_id,code_fournisseur
499,"EXTRUSION    Nonslip Unthreaded Bumper with Unthreaded Hole, 2-1/2"" Long x 5/8"" Wide x 1/4"" High",23,"Nonslip Unthreaded Bumper with Unthreaded Hole, 2-1/2"" Long x 5/8"" Wide x 1/4"" High",8.62,,,,,2727N17
500,"EXTRUSION    Screw-Holding T-Handle Key, 5 mm Hex Size, 7-1/8"" Overall Length",23,"Screw-Holding T-Handle Key, 5 mm Hex Size, 7-1/8"" Overall Length",5.51,,,,,5361A43
501,EXTRUSION    Tapped Sliders for Aluminum Extrusions (MISUMI),23,Tapped Sliders for Aluminum Extrusions (MISUMI),16.15,,,2020-10-23,,HFAFSTB8
502,EXTRUSION    Tapped Sliders for Aluminum Extrusions (MISUMI) 1828,23,Tapped Sliders for Aluminum Extrusions (MISUMI) 1828,40.03,,,2020-10-28,,HFSPURE8-1830-1828
503,"EXTRUSION    TCH Item #507-9152806 - 1/4"" Aluminum Long Leg Double Angle",23,"TCH Item #507-9152806 - 1/4"" Aluminum Long Leg Double Angle",3.5,,,2018-06-28,,507-9152806
504,"EXTRUSION    T-Slotted Framing
Double 6-Slot Rail, Silver, 60 mm High x 30 mm Wide, Hollow",23,"T-Slotted Framing
Double 6-Slot Rail, Silver, 60 mm High x 30 mm Wide, Hollow",64.34,,,2020-07-17,,5537T98
505,"EXTRUSION    T-Slotted Framing, Triple Rail, Silver, 120 mm High x 40 mm Wide",23,"T-Slotted Framing, Triple Rail, Silver, 120 mm High x 40 mm Wide",86.57,,,2020-09-16,,6812N1
506,"GRAVURE    PLAQUE 3 5/8"" x 12""",24,"PLAQUE 3 5/8"" x 12""",25,,,2020-01-23,,19-147-006
507,GRAVURE    PLAQUE 4 X 5,24,PLAQUE 4 X 5,19.95,,,,,
508,HUILE    1910502 TAPPING OIL DORMER 16OZ,25,1910502 TAPPING OIL DORMER 16OZ,11.29,,,2015-12-29,,1910502
509,HUILE    5 GALLON US,25,5 GALLON US,167.33,,,2018-05-14,,03117-BEPL
510,HUILE    5 GALLONS MAGNAGLIDE D 68 / Way  Lube,25,5 GALLONS MAGNAGLIDE D 68 / Way  Lube,103.64,,,2020-04-28,,13022-AEPL
511,HUILE    5 GALLONS MAGNAGLIDE D 68 / Way  Lube -  WAKEFIELD,25,5 GALLONS MAGNAGLIDE D 68 / Way  Lube -  WAKEFIELD,124.6533,,,2021-07-07,,1568C2
512,HUILE    HYSOL MB50 COOLANT ( 5 GALLONS US ) - WAKEFIELD,25,HYSOL MB50 COOLANT ( 5 GALLONS US ) - WAKEFIELD,190.52,,,2021-07-07,,152CF4
513,HUILE    KOOL MIST FORMULA 78 1 GALLON,25,KOOL MIST FORMULA 78 1 GALLON,79.06,,,2019-04-24,,1-437-781
514,HUILE    SUPER TREMPE 15 5 GALLONS,25,SUPER TREMPE 15 5 GALLONS,85,,,03-03-2017,,8092
515,"HYDRAULIQUE     VULCANISE O­RINGS, V, BACK­UP,CORD, PISTON CUPS, O­RING KITS",26,"VULCANISE O­RINGS, V, BACK­UP,CORD, PISTON CUPS, O­RING KITS",11.42,,,2016-02-04,,CORD .437 LATEX
516,"HYDRAULIQUE    O RING 1,5 X 1,875 X 0,210",26,"O RING 1,5 X 1,875 X 0,210",0.6,,,2016-05-11,,2-235/n1470
517,HYDRAULIQUE    O-RING 3MM X 105MM INTERIEUR RUBBER NOIR HYDRAULIQUE,26,O-RING 3MM X 105MM INTERIEUR RUBBER NOIR HYDRAULIQUE,2.26,,,2016-10-03,,MOR-1050030/3
518,"HYDRAULIQUE    O­RINGS, V, BACK­UP,CORD, PISTON CUPS, O­RING KITS",26,"O­RINGS, V, BACK­UP,CORD, PISTON CUPS, O­RING KITS",4.1,,,2015-12-16,,CORD .437
519,HYDRAULIQUE    P6520-08-04 ELBOW-SWV - TUBE 1/2 X 1/4 NPT,26,P6520-08-04 ELBOW-SWV - TUBE 1/2 X 1/4 NPT,7.4351,,,2016-01-21,,6520-08-04
520,IDENTIFICATION    LOGO FABPLUS  12 X 6    TEXT BLANC,27,LOGO FABPLUS  12 X 6,8,,,2021-02-25,,LOGO 12 X 6
521,IDENTIFICATION    LOGO FABPLUS  12 X 6    TEXT NOIR,27,LOGO FABPLUS  12 X 6,8,,,2021-02-25,,LOGO 12 X 6
522,IDENTIFICATION    LOGO FABPLUS  18 x 9    TEXT BLANC,27,LOGO FABPLUS  18 x 9,18,,,2020-08-25,,LOGO 18 x 9
523,IDENTIFICATION    LOGO FABPLUS  18 x 9    TEXT NOIR,27,LOGO FABPLUS  18 x 9,18,,,2020-08-25,,LOGO 18 x 9
524,IDENTIFICATION    LOGO FABPLUS  4 X 2    TEXT BLANC,27,LOGO FABPLUS  4 X 2,2.75,,,2020-08-25,,LOGO 4 X 2
525,IDENTIFICATION    LOGO FABPLUS  4 X 2    TEXT NOIR,27,LOGO FABPLUS  4 X 2,2.75,,,2020-08-25,,LOGO 4 X 2
526,IDENTIFICATION    LOGO FABPLUS  8 X 4    TEXT BLANC,27,LOGO FABPLUS  8 X 4,4.5,,,2021-02-25,,LOGO 8 X 4
527,IDENTIFICATION    LOGO FABPLUS  8 X 4    TEXT NOIR,27,LOGO FABPLUS  8 X 4,4.5,,,2021-02-25,,LOGO 8 X 4
528,IDENTIFICATION    LOGO FABPLUS 3 x 3  SUR PLAQUE ANODISÉE,27,LOGO FABPLUS 3 x 3  SUR PLAQUE ANODISÉE,,,,,,LOGO 3X3 JOB ANOD
529,IDENTIFICATION    LOGO FABPLUS 3 x 3  SUR PLAQUE ANODISÉE,27,LOGO FABPLUS 3 x 3  SUR PLAQUE ANODISÉE,,,,,,
530,"IDENTIFICATION    ‎S100X150VAC‎ LABEL SELF LAMINATNG 1""X1.5"" WHT PANDUIT",27,"‎S100X150VAC‎ LABEL SELF LAMINATNG 1""X1.5"" WHT PANDUIT",77.91,,,2021-03-11,,298-10119-ND
531,INSERT    JIG METEO 9920I,28,JIG METEO 9920I,,,,,,17-143
532,LASER    ACIER,29,ACIER,,,,,,
533,LASER    ACIER,29,ACIER,,,,,,
534,LASER    ACIER,29,ACIER,,,,,,
535,LASER    ACIER 50W,29,ACIER 50W,42.45,,,2020-07-14,,
536,LASER    ACIER 50W,29,ACIER 50W,,,,,,
537,LASER    ACIER 50W,29,ACIER 50W,,,,,,
538,LASER    ACIER 50W,29,ACIER 50W,10.55,,,2020-07-14,,
539,LASER    ACIER 50W,29,ACIER 50W,6.1,,,2020-07-14,,
540,LASER    ACIER 50W,29,ACIER 50W,27.35,,,2020-07-14,,
541,LASER    ACIER 50W,29,ACIER 50W,8.4,,,2020-06-18,,
542,LASER    ACIER 50W,29,ACIER 50W,13.2,,,2020-06-18,,
543,LASER    ACIER 50W,29,ACIER 50W,6.15,,,2020-06-18,,
544,LASER    ACIER 50W,29,ACIER 50W,10.4,,,2020-06-18,,
545,LASER    ACIER 50W,29,ACIER 50W,8,,,2020-07-14,,
546,LASER    ACIER 50W,29,ACIER 50W,16.25,,,2020-06-18,,
547,LASER    ACIER 50W,29,ACIER 50W,10.05,,,2020-06-18,,
548,LASER    ACIER 50W,29,ACIER 50W,34.8,,,2020-07-14,,
549,LASER    ACIER 50W,29,ACIER 50W,33,,,2020-07-14,,
550,LASER    ACIER 50W,29,ACIER 50W,35.2,,,2020-07-14,,
551,LASER    ACIER 50W,29,ACIER 50W,61.15,,,2020-07-14,,
552,LASER    ACIER 50W,29,ACIER 50W,10.3,,,2020-07-14,,
553,LASER    ACIER 50W,29,ACIER 50W,10.35,,,2020-07-14,,
554,LASER    ACIER 50W,29,ACIER 50W,10.1,,,2020-07-14,,
555,LASER    ACIER 50W,29,ACIER 50W,6.1,,,2020-07-14,,
556,LASER    ACIER 50W,29,ACIER 50W,27.05,,,2020-07-14,,
557,LASER    LASER PLAQUE 1/4 X 3'' X 12'',29,LASER PLAQUE 1/4 X 3'' X 12'',,,,,,
558,LASER  17058-1000-001_Rev1   PLAQUE ACIER 3/4'' X 18'' X 27 9/16'',29,PLAQUE ACIER 3/4'' X 18'' X 27 9/16'',72.35,,,2020-11-19,,17058-1000-001_Rev1
559,LASER  17058-1000-020   PLAQUE ACIER 3/4'' X 13 3/4'' X 27 9/16'',29,PLAQUE ACIER 3/4'' X 13 3/4'' X 27 9/16'',66.85,,,2020-11-19,,17058-1000-020
560,LASER  17058-1000-021   PLAQUE ACIER 1/2'' X 8 1/8'' X 8 1/16'',29,PLAQUE ACIER 1/2'' X 8 1/8'' X 8 1/16'',12.95,,,2020-11-19,,17058-1000-021
561,LASER  17058-1000-022   PLAQUE ACIER 1/2'' X 12 5/8'' X 15 9/16'',29,PLAQUE ACIER 1/2'' X 12 5/8'' X 15 9/16'',23.2,,,2020-11-19,,17058-1000-022
562,"LASER  17058-100-005  PLAQUE  ACIER 1/2'' X 10,5'' X 6''",29,"PLAQUE  ACIER 1/2'' X 10,5'' X 6''",8.6,,,2020-09-30,,17058-100-005
563,"LASER  17058-100-006  PLAQUE ACIER  3/4'' X 10,5'' X 6''",29,"PLAQUE ACIER  3/4'' X 10,5'' X 6''",15.2,,,2020-09-30,,17058-100-006
564,LASER  17058-1000-101_Rev1   PLAQUE ACIER 3/4'' X 18'' X27 9/16'',29,PLAQUE ACIER 3/4'' X 18'' X27 9/16'',87.3,,,2020-11-19,,17058-1000-101_Rev1
565,LASER  17058-1000-120_Rev1   PLAQUE ACIER 3/4'' X13 3/4'' X27 9/16'',29,PLAQUE ACIER 3/4'' X13 3/4'' X27 9/16'',66.85,,,2020-11-19,,17058-1000-120_Rev1
566,LASER  17058-100-021   PLAQUE ACIER 1/2''X20''X26'',29,PLAQUE ACIER 1/2''X20''X26'',48.05,,,2020-09-30,,17058-100-021
567,LASER  17058-100-022   PLAQUE ACIER 1/2''X4''X4'',29,PLAQUE ACIER 1/2''X4''X4'',7.45,,,2020-09-30,,17058-100-022
568,LASER  17058-100-030   PLAQUE ACIER 3/4''X 6-3/4''X 10-3/4'',29,PLAQUE ACIER 3/4''X 6-3/4''X 10-3/4'',21.1,,,2020-09-30,,17058-100-030
569,"LASER  17058-1100-001   PLAQUE ACIER 1/2'' X 9,055'' X 10,827''",29,"PLAQUE ACIER 1/2'' X 9,055'' X 10,827''",17.4,,,2020-11-19,,17058-1100-001
570,"LASER  17058-1100-001   PLAQUE ACIER 9/16'' X 9,055'' X 10,827''",29,"PLAQUE ACIER 9/16'' X 9,055'' X 10,827''",14.75,,,2020-09-30,,17058-1100-001
571,"LASER  17058-1100-002  PLAQUE ACIER  3/4'' X 9,843'' X 10,827''",29,"PLAQUE ACIER  3/4'' X 9,843'' X 10,827''",23.55,,,2020-09-30,,17058-1100-002
572,LASER  17058-1100-003   PLAQUE ACIER 1/2''X 2-1/2'' X 6-1/2'',29,PLAQUE ACIER 1/2''X 2-1/2'' X 6-1/2'',5.6,,,2020-09-30,,17058-1100-003
573,"LASER  17058-1100-004  PLAQUE ACIER  1/2'' X 2-1/2'' X 3,543''",29,"PLAQUE ACIER  1/2'' X 2-1/2'' X 3,543''",2.35,,,2020-09-30,,17058-1100-004
574,"LASER  17058-1100-005  PLAQUE ACIER  1/4'' X 8,465'' X 0,728''",29,"PLAQUE ACIER  1/4'' X 8,465'' X 0,728''",3.35,,,2020-09-30,,17058-1100-005
575,LASER  17058-1100-007  PLAQUE ACIER  1/2'' X 6-1/2'' X 7-7/8'',29,PLAQUE ACIER  1/2'' X 6-1/2'' X 7-7/8'',8.25,,,2020-09-30,,17058-1100-007
576,LASER  17058-1100-010   TOLE ACIER 1/8'' X 1-1/2'' X 6-3/4'',29,TOLE ACIER 1/8'' X 1-1/2'' X 6-3/4'',3.3,,,2020-09-30,,17058-1100-010
577,"LASER  17058-1100-011  PLAQUE ACIER  1/4'' X 8,465'' X 0,728''",29,"PLAQUE ACIER  1/4'' X 8,465'' X 0,728''",3.35,,,2020-09-30,,17058-1100-011
578,"LASER  17058-1100-022   TOLE ACIER  11 GA, X 2-1/2'' X 3-1/2''",29,"TOLE ACIER  11 GA, X 2-1/2'' X 3-1/2''",3.3,,,2020-09-30,,17058-1100-022
579,"LASER  17058-1100-102   PLAQUE ACIER 3/4'' X 9,843'' X 10,827''",29,"PLAQUE ACIER 3/4'' X 9,843'' X 10,827''",24.25,,,2020-09-30,,17058-1100-102
580,"LASER  17058-1100-103   PLAQUE ACIER 1/2'' X 9,055'' X10,827''",29,"PLAQUE ACIER 1/2'' X 9,055'' X10,827''",17.4,,,2020-11-19,,17058-1100-103
581,"LASER  17058-1100-103   PLAQUE ACIER 3/4'' X 9,055'' X 10,827''",29,"PLAQUE ACIER 3/4'' X 9,055'' X 10,827''",22.55,,,2020-09-30,,17058-1100-103
582,LASER  17058-1200-001   PLAQUE ACIER 1/2'' X 3-1/2'' X 6-3/8'',29,PLAQUE ACIER 1/2'' X 3-1/2'' X 6-3/8'',9.05,,,2020-09-30,,17058-1200-001
583,"LASER  17058-1200-009   PLAQUE ACIER 1/2'' X 3,805'' X 8,158''",29,"PLAQUE ACIER 1/2'' X 3,805'' X 8,158''",6.85,,,2020-09-30,,17058-1200-009
584,"LASER  17058-1200-010   PLAQUE ACIER 1/2'' X 2,362'' X 4,450''",29,"PLAQUE ACIER 1/2'' X 2,362'' X 4,450''",4.75,,,2020-09-30,,17058-1200-010
585,"LASER  17058-1200-011  PLAQUE ACIER  1/2'' X 2,36'' X 2,959''",29,"PLAQUE ACIER  1/2'' X 2,36'' X 2,959''",6.65,,,2020-09-30,,17058-1200-011
586,"LASER  17058-1200-012  PLAQUE ACIER  1/2'' X 3,937'' X 5,315''",29,"PLAQUE ACIER  1/2'' X 3,937'' X 5,315''",6.3,,,2020-09-30,,17058-1200-012
587,"LASER  17058-1200-013  PLAQUE ACIER  1/4'' X 1,496'' X 4-1/2''",29,"PLAQUE ACIER  1/4'' X 1,496'' X 4-1/2''",2.5,,,2020-09-30,,17058-1200-013
588,LASER  17058-1200-102   PLAQUE ACIER 1/2'' X 3-1/2'' X 6-3/8'',29,PLAQUE ACIER 1/2'' X 3-1/2'' X 6-3/8'',10.05,,,2020-11-19,,17058-1200-102
589,LASER  17058-1200-102  PLAQUE ACIER  1/2'' X 3-1/2'' X 6-3/8'',29,PLAQUE ACIER  1/2'' X 3-1/2'' X 6-3/8'',9.05,,,2020-09-30,,17058-1200-102
590,"LASER  17058-1200-107  PLAQUE ACIER  5/8'' X 4,921'' X 6,480''",29,"PLAQUE ACIER  5/8'' X 4,921'' X 6,480''",11.45,,,2020-09-30,,17058-1200-107
591,"LASER  17058-1200-109  PLAQUE ACIER  1/2'' X 3,805'' X 8,158''",29,"PLAQUE ACIER  1/2'' X 3,805'' X 8,158''",9.35,,,2020-09-30,,17058-1200-109
592,"LASER  17058-1200-111  PLAQUE ACIER  1/2'' X 2,959'' X 2,362''",29,"PLAQUE ACIER  1/2'' X 2,959'' X 2,362''",6.65,,,2020-09-30,,17058-1200-111
593,"LASER  17058-1300-001   PLAQUE ACIER 9/16'' X 8,268'' X 10,827''",29,"PLAQUE ACIER 9/16'' X 8,268'' X 10,827''",14.35,,,2020-09-30,,17058-1300-001
594,"LASER  17058-1300-002   PLAQUE ACIER 3/4'' 9,843'' X 10,827''",29,"PLAQUE ACIER 3/4'' 9,843'' X 10,827''",24.85,,,2020-09-30,,17058-1300-002
595,"LASER  17058-1300-103   PLAQUE ACIER 9/16'' X 8,268'' X 10,827''",29,"PLAQUE ACIER 9/16'' X 8,268'' X 10,827''",14.35,,,2020-09-30,,17058-1300-103
596,"LASER  17058-200-001   PLAQUE ACIER 1/2'' X 30,712'' X 111-3/4''",29,"PLAQUE ACIER 1/2'' X 30,712'' X 111-3/4''",315.8,,,2020-09-30,,17058-200-001
597,LASER  17058-200-001_REV1  LASER PLAQUE 1/2'' X 111.750'' x  15.744'',29,LASER PLAQUE 1/2'' X 111.750'' x  15.744'',168.95,,,2020-10-13,,17058-200-001_REV1
598,LASER  17058-200-002   PLAQUE ACIER 1/2.. X 12-1/2'' X 18'',29,PLAQUE ACIER 1/2.. X 12-1/2'' X 18'',26.45,,,2020-09-30,,17058-200-002
599,LASER  17058-200-006   PLAQUE ACIER 1/4'' X 3'' X 10-1/8'',29,PLAQUE ACIER 1/4'' X 3'' X 10-1/8'',8.15,,,2020-09-30,,17058-200-006
600,LASER  17058-200-010   PLAQUE ACIER 1/2'' X 12-1/2'' X 18'',29,PLAQUE ACIER 1/2'' X 12-1/2'' X 18'',28.4,,,2020-09-30,,17058-200-010
601,LASER  17058-200-016   PLAQUE ACIER 1/2'' X 8'' X 11 3/4'',29,PLAQUE ACIER 1/2'' X 8'' X 11 3/4'',15.05,,,2021-01-04,,17058-200-016
602,LASER  17058-200-017-1   PLAQUE ACIER 1/2'' X 4'' X 5 3/4'',29,PLAQUE ACIER 1/2'' X 4'' X 5 3/4'',9.65,,,2021-01-04,,17058-200-017-1
603,LASER  17058-200-017-2  PLAQUE ACIER 1'' X 5'' X 8'',29,PLAQUE ACIER 1'' X 5'' X 8'',13.95,,,2021-01-04,,17058-200-017-2
604,LASER  17058-200-017-3  PLAQUE ACIER 1'' X 4'' X 9'',29,PLAQUE ACIER 1'' X 4'' X 9'',14.8,,,2021-01-04,,17058-200-017-3
605,LASER  17058-200-050   PLAQUE ACIER 1/2''X9''X52-9/16'',29,PLAQUE ACIER 1/2''X9''X52-9/16'',46.6,,,2020-09-30,,17058-200-050
606,LASER  17058-200-053   PLAQUE ACIER 3/4'' X 4'' X 15'',29,PLAQUE ACIER 3/4'' X 4'' X 15'',14.1,,,2020-09-30,,17058-200-053
607,LASER  17058-200-062_REV1  PLAQUE ACIER 1'' X 6'' X 7'',29,PLAQUE ACIER 1'' X 6'' X 7'',17.7,,,2021-01-04,,17058-200-062_REV1
608,"LASER  17058-200-069   PLAQUE ACIER 3/4'' X 17'' X 17,825''",29,"PLAQUE ACIER 3/4'' X 17'' X 17,825''",53.05,,,2020-09-30,,17058-200-069
609,LASER  17058-200-070  PLAQUE  ACIER 1'' X 6'' X 17-1/2'',29,PLAQUE  ACIER 1'' X 6'' X 17-1/2'',29.7,,,2020-09-30,,17058-200-070
610,LASER  17058-200-072  PLAQUE ACIER 1'' X 6'' X 17'',29,PLAQUE ACIER 1'' X 6'' X 17'',26.6,,,2020-09-30,,17058-200-072
611,"LASER  17058-200-074   PLAQUE ACIER 3/4'' X 3,93'' X 6''",29,"PLAQUE ACIER 3/4'' X 3,93'' X 6''",11.2,,,2020-09-30,,17058-200-074
612,LASER  17058-200-074_REV1  PLAQUE ACIER 1'' X 6'' X 7'',29,PLAQUE ACIER 1'' X 6'' X 7'',17.7,,,2021-01-04,,17058-200-074_REV1
613,LASER  17058-200-077   PLAQUE ACIER 1/2'' X 3'' X 5-15/16'',29,PLAQUE ACIER 1/2'' X 3'' X 5-15/16'',8.2,,,2020-09-30,,17058-200-077
614,"LASER  17058-200-078   TOLE ACIER 0,071'' X 1,57'' X 3''",29,"TOLE ACIER 0,071'' X 1,57'' X 3''",5.3,,,2020-09-30,,17058-200-078
615,LASER  17058-200-083   PLAQUE ACIER 3/8'' X 1-1/2'' X 2-1/2'',29,PLAQUE ACIER 3/8'' X 1-1/2'' X 2-1/2'',5.85,,,2020-09-30,,17058-200-083
616,LASER  17058-200-085   PLAQUE ACIER 1/2'' X 7'' X 7-1/2'',29,PLAQUE ACIER 1/2'' X 7'' X 7-1/2'',10.95,,,2020-09-30,,17058-200-085
617,LASER  17058-200-086   PLAQUE ACIER 3/8'' X 1-1/2'' X 1-7/8'',29,PLAQUE ACIER 3/8'' X 1-1/2'' X 1-7/8'',5.65,,,2020-09-30,,17058-200-086
618,LASER  17058-300-003  PLAQUE ACIER 1'' 15'' X 20'',29,PLAQUE ACIER 1'' 15'' X 20'',70.25,,,2020-09-30,,17058-300-003
619,LASER  17058-300-003-DR  PLAQUE ACIER 1'' X 15'' X 20'',29,PLAQUE ACIER 1'' X 15'' X 20'',70.25,,,2020-09-30,,17058-300-003-DR
620,LASER  17058-300-004  PLAQUE ACIER 1'' X 17'' X 17-3/4'',29,PLAQUE ACIER 1'' X 17'' X 17-3/4'',74.95,,,2020-09-30,,17058-300-004
621,LASER  17058-300-004-DR  PLAQUE ACIER 1'' X 17'' X 17-3/4'',29,PLAQUE ACIER 1'' X 17'' X 17-3/4'',74.95,,,2020-09-30,,17058-300-004-DR
622,"LASER  17058-300-005  PLAQUE ACIER 1'' 17'' X 21,813''",29,"PLAQUE ACIER 1'' 17'' X 21,813''",89.45,,,2020-09-30,,17058-300-005
623,"LASER  17058-300-012   PLAQUE ACIER 3/4'' X 2,253'' X 7-1/2''",29,"PLAQUE ACIER 3/4'' X 2,253'' X 7-1/2''",8.05,,,2020-09-30,,17058-300-012
624,LASER  17058-300-013   PLAQUE ACIER 1/2'' X 6'' X 9-1/2'',29,PLAQUE ACIER 1/2'' X 6'' X 9-1/2'',11.5,,,2020-09-30,,17058-300-013
625,"LASER  17058-300-015   PLAQUE ACIER 3/4'' X 6-1/2'' X 7,36''",29,"PLAQUE ACIER 3/4'' X 6-1/2'' X 7,36''",16.4,,,2020-09-30,,17058-300-015
626,"LASER  17058-300-015-DR   PLAQUE ACIER 3/4'' X 6-1/2'' X 7,36''",29,"PLAQUE ACIER 3/4'' X 6-1/2'' X 7,36''",16.4,,,2020-09-30,,17058-300-015-DR
627,LASER  17058-300-024   PLAQUE ACIER 3/8'' X 3-1/2'' X 4'',29,PLAQUE ACIER 3/8'' X 3-1/2'' X 4'',4.2,,,2020-09-30,,17058-300-024
628,LASER  17058-300-026   PLAQUE ACIER 1/2'' X 7'' X 12-1/2'',29,PLAQUE ACIER 1/2'' X 7'' X 12-1/2'',11.25,,,2020-09-30,,17058-300-026
629,LASER  17058-300-027   PLAQUE ACIER 3/4'' X 1-1/2'' X 5-1/4'',29,PLAQUE ACIER 3/4'' X 1-1/2'' X 5-1/4'',5.95,,,2020-09-30,,17058-300-027
630,LASER  17058-300-029  PLAQUE ACIER 1'' X 17'' X 17-3/4'',29,PLAQUE ACIER 1'' X 17'' X 17-3/4'',74.8,,,2020-09-30,,17058-300-029
631,LASER  17058-300-029-DR  PLAQUE ACIER 1'' X 17'' X 17-3/4'',29,PLAQUE ACIER 1'' X 17'' X 17-3/4'',74.8,,,2020-09-30,,17058-300-029-DR
632,LASER  17058-300-031  PLAQUE ACIER  1/2'' X 5'' X 6-3/8'',29,PLAQUE ACIER  1/2'' X 5'' X 6-3/8'',9.75,,,2020-09-30,,17058-300-031
633,LASER  17058-300-031-DR  PLAQUE ACIER  1/2'' X 5'' X 6-3/8'',29,PLAQUE ACIER  1/2'' X 5'' X 6-3/8'',9.75,,,2020-09-30,,17058-300-031-DR
634,LASER  17058-300-032   PLAQUE ACIER 3/4'' X 8'' X 20 1/4'',29,PLAQUE ACIER 3/4'' X 8'' X 20 1/4'',34.55,,,2020-11-19,,17058-300-032
635,LASER  17058-300-032   PLAQUE ACIER 3/4'' X 8'' X 20-1/4'',29,PLAQUE ACIER 3/4'' X 8'' X 20-1/4'',36.1,,,2020-09-30,,17058-300-032
636,LASER  17058-300-032-DR   PLAQUE ACIER 3/4'' X 8'' X 20-1/4'',29,PLAQUE ACIER 3/4'' X 8'' X 20-1/4'',36.1,,,2020-09-30,,17058-300-032-DR
637,LASER  17058-300-032-DR   PLAQUE ACIER 3/4'' X 8'' X20 1/4'',29,PLAQUE ACIER 3/4'' X 8'' X20 1/4'',34.55,,,2020-11-19,,17058-300-032-DR
638,LASER  17058-300-033  PLAQUE ACIER 1'' X 8'' X 10-1/4'',29,PLAQUE ACIER 1'' X 8'' X 10-1/4'',27.6,,,2020-09-30,,17058-300-033
639,LASER  17058-300-033-DR  PLAQUE ACIER 1'' X 8'' X 10-1/4'',29,PLAQUE ACIER 1'' X 8'' X 10-1/4'',27.6,,,2020-09-30,,17058-300-033-DR
640,LASER  17058-300-035  PLAQUE ACIER  3/4'' X 3-1/2'' X 6-1/4'',29,PLAQUE ACIER  3/4'' X 3-1/2'' X 6-1/4'',11.4,,,2020-09-30,,17058-300-035
641,LASER  17058-300-037  PLAQUE ACIER  1/2'' X 9-1/2'' X 7'',29,PLAQUE ACIER  1/2'' X 9-1/2'' X 7'',13.1,,,2020-09-30,,17058-300-037
642,LASER  17058-300-037-DR  PLAQUE ACIER  1/2'' X 9-1/2'' X 7'',29,PLAQUE ACIER  1/2'' X 9-1/2'' X 7'',13.1,,,2020-09-30,,17058-300-037-DR
643,LASER  17058-300-044  PLAQUE ACIER 1'' X 18-7/8'' X 26-5/16'',29,PLAQUE ACIER 1'' X 18-7/8'' X 26-5/16'',115.1,,,2020-09-30,,17058-300-044
644,LASER  17058-300-044-DR  PLAQUE ACIER 1'' X 18-7/8'' X 26-5/16'',29,PLAQUE ACIER 1'' X 18-7/8'' X 26-5/16'',115.1,,,2020-09-30,,17058-300-044-DR
645,LASER  17058-300-045  PLAQUE ACIER 1'' X 8'' X 15'',29,PLAQUE ACIER 1'' X 8'' X 15'',35.05,,,2020-09-30,,17058-300-045
646,LASER  17058-300-045-DR  PLAQUE ACIER 1'' X 8'' X 15'',29,PLAQUE ACIER 1'' X 8'' X 15'',35.05,,,2020-09-30,,17058-300-045-DR
647,LASER  17058-300-047   PLAQUE ACIER 1/2'' X 8'' X 9-1/2'',29,PLAQUE ACIER 1/2'' X 8'' X 9-1/2'',13.55,,,2020-09-30,,17058-300-047
648,"LASER  17058-300-062   PLAQUE ACIER 1/4'' X 3/4'' X 1,661''",29,"PLAQUE ACIER 1/4'' X 3/4'' X 1,661''",5.35,,,2020-09-30,,17058-300-062
649,LASER  17058-300-096_Rev1   PLAQUE ACIER 1/2'' X 7 7/8'' X  21 7/16'',29,PLAQUE ACIER 1/2'' X 7 7/8'' X  21 7/16'',28.15,,,2020-11-19,,17058-300-096_Rev1
650,LASER  17058-300-097_Rev1   PLAQUE ACIER 1/2'' X 7 7/8'' X 21 7/16'',29,PLAQUE ACIER 1/2'' X 7 7/8'' X 21 7/16'',27.35,,,2020-11-19,,17058-300-097_Rev1
651,LASER  17058-400-007  PLAQUE ACIER  1/4''X 8-1/2'' X 34-1/2'',29,PLAQUE ACIER  1/4''X 8-1/2'' X 34-1/2'',17.35,,,2020-09-30,,17058-400-007
652,LASER  17058-400-010   PLAQUE ACIER 1/4'' X 3-7/8'' X 30'',29,PLAQUE ACIER 1/4'' X 3-7/8'' X 30'',11.15,,,2020-09-30,,17058-400-010
653,LASER  17058-400-012   PLAQUE ACIER 1/2'' X 4-1/4''  X 10'',29,PLAQUE ACIER 1/2'' X 4-1/4''  X 10'',10.6,,,2020-09-30,,17058-400-012
654,LASER  17058-400-013   PLAQUE ACIER 1/4'' X 3-7/8'' X 22-1/2'',29,PLAQUE ACIER 1/4'' X 3-7/8'' X 22-1/2'',9.6,,,2020-09-30,,17058-400-013
655,LASER  17058-400-023   TOLE ACIER  14 GA X 1-1/4'' X 7-3/4'',29,TOLE ACIER  14 GA X 1-1/4'' X 7-3/4'',3,,,2020-09-30,,17058-400-023
656,"LASER  18-141-041  ACIER 50W     5,813    27.25",29,ACIER 50W,13.5,,,2019-03-07,,18-141-041
657,"LASER  18-141-043  ACIER 50W     1,500    6.5",29,ACIER 50W,4.65,,,2019-03-07,,18-141-043
658,"LASER  18-141-045-7  ACIER 50W     4,000    4.5",29,ACIER 50W,4.9,,,2019-03-07,,18-141-045-7
659,"LASER  19-102-020  ACIER 50W     2,362    6",29,ACIER 50W,9.75,,,2019-03-07,,19-102-020
660,"LASER  19-102-023  ACIER 50W     2,362    6",29,ACIER 50W,8.9,,,2019-03-07,,19-102-023
